r_i_docking_score,ZINC_ID
-5.9,ZINC001244805572
-7.1,ZINC001244805578
-6.5,ZINC001244805614
-6.2,ZINC001244806922
-6.8,ZINC001244807538
-6.7,ZINC001244808544
-6.7,ZINC001244808546
-6.8,ZINC001244809150
-6.9,ZINC001244809402
-6.4,ZINC001244809665
-6.6,ZINC001244809666
-6.3,ZINC001245208988
-7.8,ZINC001245285292
-7.4,ZINC001245285979
-7.3,ZINC001245369604
-5.9,ZINC001245890821
-7.2,ZINC001246255708
-6.2,ZINC001246992470
-7.2,ZINC001247014975
-6.9,ZINC001247391839
-7.6,ZINC001247393764
-7.1,ZINC001247411098
-7.6,ZINC001247593845
-7.3,ZINC001247771996
-7.1,ZINC001247773995
-7.2,ZINC001247773998
-6.1,ZINC001247923031
-7.6,ZINC001247943206
-6.8,ZINC001247944183
-7.6,ZINC001247969849
-7.2,ZINC001248145736
-6.8,ZINC001248903125
-6.9,ZINC001248903127
-6.8,ZINC001248904674
-6.5,ZINC001248904676
-7.7,ZINC001249024264
-7.2,ZINC001249035604
-6.7,ZINC001249044284
-7.5,ZINC001249062603
-7.3,ZINC001249094771
-7.3,ZINC001249176667
-7.2,ZINC001249277432
-7.2,ZINC001249324364
-5.5,ZINC001251091916
-7.3,ZINC001252528881
-6.8,ZINC001255988963
-7.5,ZINC001255990869
-7.1,ZINC001255996963
-7.5,ZINC001256002299
-7.4,ZINC001256007442
-7.3,ZINC001256007552
-6.2,ZINC001257225223
-7.1,ZINC001257490442
-7.3,ZINC001257738888
-6.7,ZINC001258033651
-6.7,ZINC001258183293
-7.0,ZINC001258183351
-7.0,ZINC001258183923
-6.8,ZINC001258189127
-7.1,ZINC001258224727
-6.8,ZINC001258232544
-7.2,ZINC001258234264
-6.7,ZINC001261359446
-7.1,ZINC001261359447
-5.7,ZINC001261474798
-6.9,ZINC001261570581
-6.2,ZINC001262746183
-6.2,ZINC001269090253
-5.9,ZINC001269133770
-6.4,ZINC001269139159
-6.0,ZINC001269276657
-6.2,ZINC001269504309
-6.1,ZINC001269753431
-6.5,ZINC001270010063
-6.3,ZINC001272567659
-6.4,ZINC001272647577
-6.4,ZINC001272750570
-6.2,ZINC001272750962
-6.4,ZINC001272767949
-6.4,ZINC001273202551
-6.3,ZINC001273505227
-6.0,ZINC001273749460
-6.0,ZINC001274115101
-6.4,ZINC001274120417
-6.8,ZINC001274439874
-6.5,ZINC001275256773
-6.4,ZINC001275487643
-6.8,ZINC001275611677
-6.6,ZINC001275877323
-6.3,ZINC001277113175
-6.1,ZINC001278566994
-6.5,ZINC001278579248
-6.6,ZINC001278788479
-6.1,ZINC001279245880
-7.4,ZINC001292533402
-5.8,ZINC001295537254
-7.2,ZINC001299842014
-7.0,ZINC001300445945
-6.9,ZINC001306900037
-6.4,ZINC001309125467
-7.0,ZINC001312529080
-7.1,ZINC001312529081
-6.6,ZINC001312529082
-6.3,ZINC001312550959
-6.5,ZINC001312550964
-6.9,ZINC001318522324
-7.1,ZINC001318587593
-6.8,ZINC001318870925
-6.5,ZINC001318870926
-6.6,ZINC001319116934
-6.5,ZINC001321420392
-7.2,ZINC001322026367
-6.9,ZINC001322178218
-6.9,ZINC001322260167
-6.6,ZINC001322452200
-6.5,ZINC001322452201
-7.2,ZINC001322499311
-7.2,ZINC001322499361
-6.4,ZINC001323560226
-7.5,ZINC001323578672
-7.4,ZINC001324084453
-7.1,ZINC001324148548
-6.9,ZINC001324164699
-7.0,ZINC001325846767
-6.9,ZINC001326318473
-7.2,ZINC001327156843
-7.2,ZINC001327872290
-6.3,ZINC001328346800
-7.9,ZINC001328347411
-6.9,ZINC001330085787
-7.9,ZINC001341519746
-7.6,ZINC001342158196
-6.8,ZINC001343790823
-6.6,ZINC001347737039
-7.0,ZINC001347994290
-6.9,ZINC001347994312
-6.5,ZINC001347994667
-7.1,ZINC001351374094
-6.1,ZINC001352913255
-6.0,ZINC001355331506
-6.8,ZINC001355371380
-7.3,ZINC001355623336
-6.5,ZINC001436842654
-6.7,ZINC001436843232
-6.8,ZINC001437071487
-6.4,ZINC001437462842
-6.6,ZINC001440025194
-6.1,ZINC001448354568
-6.7,ZINC001455991322
-6.5,ZINC001461500730
-6.5,ZINC001461503194
-6.6,ZINC001461505257
-6.8,ZINC001464016229
-6.6,ZINC001464815454
-6.2,ZINC001464965373
-6.4,ZINC001465925327
-6.5,ZINC001467012668
-6.2,ZINC001467644761
-6.6,ZINC001468654048
-6.3,ZINC001469950389
-6.5,ZINC001470041173
-6.5,ZINC001470786387
-6.4,ZINC001470908326
-6.9,ZINC001472604665
-6.6,ZINC001475883624
-7.1,ZINC001476291165
-6.7,ZINC001476850598
-5.7,ZINC001500383824
-5.8,ZINC001500383825
-6.8,ZINC001525986173
-6.8,ZINC001528237184
-6.8,ZINC001530488590
-6.6,ZINC001531209633
-5.9,ZINC001548706123
-5.8,ZINC001548767127
-6.7,ZINC001556732703
-7.0,ZINC001556732704
-6.7,ZINC001557166113
-6.8,ZINC001557295762
-6.5,ZINC001557422635
-6.5,ZINC001559010782
-6.6,ZINC001562090756
-6.2,ZINC001563087578
-6.7,ZINC001563579559
-6.3,ZINC001565307985
-6.1,ZINC001565654699
-6.6,ZINC001565816408
-6.8,ZINC001566370293
-6.7,ZINC001568174890
-5.9,ZINC001569674662
-5.9,ZINC001570929882
-6.0,ZINC001575638757
-6.0,ZINC001576394043
-6.9,ZINC001578035542
-6.4,ZINC001578524359
-6.6,ZINC001578526751
-6.0,ZINC001578534449
-6.4,ZINC001578595841
-7.1,ZINC001579643342
-6.9,ZINC001579643662
-6.7,ZINC001579643666
-6.3,ZINC001579643695
-6.4,ZINC001579776875
-6.4,ZINC001580555506
-6.6,ZINC001580569690
-6.6,ZINC001580607459
-6.2,ZINC001580619350
-5.9,ZINC001580719313
-6.4,ZINC001580769810
-6.0,ZINC001580769812
-6.8,ZINC001580769961
-6.3,ZINC001580773740
-6.8,ZINC001580846259
-6.4,ZINC001580852955
-6.3,ZINC001580853574
-6.6,ZINC001580913256
-6.5,ZINC001580963165
-6.5,ZINC001580979133
-6.1,ZINC001580979135
-6.1,ZINC001580979746
-7.0,ZINC001580979878
-6.8,ZINC001580979879
-6.6,ZINC001580979886
-6.6,ZINC001580979887
-6.2,ZINC001580980215
-5.8,ZINC001580980566
-6.6,ZINC001580980899
-6.3,ZINC001580981565
-6.0,ZINC001580983508
-6.9,ZINC001580985763
-5.8,ZINC001581040141
-6.5,ZINC001581040398
-6.3,ZINC001581040408
-6.3,ZINC001581041730
-6.1,ZINC001581133380
-6.3,ZINC001581133832
-6.6,ZINC001581134086
-6.5,ZINC001581134573
-6.9,ZINC001581134686
-6.4,ZINC001581135181
-6.4,ZINC001581135625
-6.6,ZINC001581135635
-6.8,ZINC001581135855
-6.7,ZINC001581158977
-6.2,ZINC001581158978
-6.3,ZINC001581162021
-6.3,ZINC001581162023
-6.2,ZINC001581170843
-6.2,ZINC001581206855
-6.6,ZINC001581214981
-6.5,ZINC001581214982
-6.6,ZINC001581215417
-5.4,ZINC001581223104
-6.3,ZINC001581242131
-6.1,ZINC001581247957
-6.6,ZINC001581256931
-6.7,ZINC001581275346
-5.6,ZINC001581310094
-6.5,ZINC001581336942
-5.7,ZINC001581359228
-6.5,ZINC001581410999
-5.4,ZINC001581439240
-6.4,ZINC001581531700
-6.4,ZINC001581537685
-6.0,ZINC001581749747
-6.5,ZINC001581750073
-6.2,ZINC001581774976
-6.6,ZINC001581774977
-6.0,ZINC001581896401
-6.4,ZINC001581898380
-6.9,ZINC001581899036
-5.7,ZINC001581900771
-6.5,ZINC001581904387
-5.8,ZINC001581904500
-6.5,ZINC001581904747
-6.5,ZINC001581905166
-6.5,ZINC001581905501
-6.0,ZINC001581907959
-6.1,ZINC001581910643
-6.2,ZINC001581910666
-6.1,ZINC001581930633
-6.9,ZINC001581951699
-6.3,ZINC001581954044
-5.9,ZINC001581954045
-6.1,ZINC001582057312
-6.4,ZINC001582112259
-5.6,ZINC001582113388
-7.0,ZINC001582137030
-6.3,ZINC001582137039
-6.2,ZINC001582137636
-6.7,ZINC001582137673
-6.1,ZINC001582137804
-6.1,ZINC001582137958
-6.4,ZINC001582138715
-6.2,ZINC001582138729
-6.5,ZINC001582139180
-6.3,ZINC001582139598
-6.6,ZINC001582142170
-6.2,ZINC001582142204
-6.2,ZINC001582145399
-6.2,ZINC001582146701
-6.5,ZINC001582146813
-6.2,ZINC001582146976
-5.9,ZINC001582147855
-6.1,ZINC001582150723
-6.5,ZINC001582174030
-6.2,ZINC001582337723
-6.2,ZINC001582337803
-6.4,ZINC001582337805
-6.7,ZINC001582547978
-6.1,ZINC001582561560
-6.1,ZINC001582561579
-6.5,ZINC001582573255
-6.3,ZINC001582637015
-6.3,ZINC001582642369
-6.7,ZINC001582642409
-7.0,ZINC001582642434
-6.1,ZINC001582642475
-6.6,ZINC001582643952
-6.4,ZINC001582644959
-5.6,ZINC001582648111
-5.9,ZINC001582674800
-6.7,ZINC001582690013
-6.5,ZINC001582690050
-6.5,ZINC001582700537
-5.9,ZINC001582700538
-6.7,ZINC001582705944
-6.6,ZINC001582706050
-6.2,ZINC001582706248
-6.4,ZINC001582706371
-6.4,ZINC001582706416
-6.1,ZINC001582708504
-6.4,ZINC001582709914
-6.4,ZINC001582709991
-6.9,ZINC001582732807
-6.2,ZINC001582734600
-6.1,ZINC001582766920
-5.6,ZINC001582775186
-5.6,ZINC001582775397
-6.0,ZINC001582775398
-5.8,ZINC001582788539
-5.8,ZINC001582789627
-6.5,ZINC001582806203
-6.5,ZINC001582807126
-6.7,ZINC001583190112
-6.6,ZINC001583870201
-6.7,ZINC001584018167
-6.6,ZINC001584887020
-7.0,ZINC001585108934
-7.3,ZINC001586290464
-6.9,ZINC001586290465
-6.6,ZINC001587157720
-6.3,ZINC001587157804
-6.1,ZINC001588388341
-5.9,ZINC001588388420
-6.2,ZINC001588824399
-6.1,ZINC001588827988
-6.4,ZINC001588828002
-6.7,ZINC001588828099
-6.7,ZINC001588828100
-5.9,ZINC001588875833
-6.5,ZINC001588918812
-5.9,ZINC001589104742
-6.5,ZINC001589769279
-6.4,ZINC001589769481
-6.3,ZINC001589769702
-6.2,ZINC001589770198
-6.4,ZINC001589770302
-6.2,ZINC001589770472
-6.8,ZINC001589930567
-5.7,ZINC001589931599
-6.6,ZINC001589937485
-6.7,ZINC001589980834
-6.4,ZINC001590068625
-5.5,ZINC001590071048
-6.3,ZINC001590071617
-5.7,ZINC001590073515
-6.1,ZINC001590082622
-6.6,ZINC001590094109
-5.7,ZINC001590109758
-6.6,ZINC001590112722
-6.5,ZINC001590114484
-6.5,ZINC001590120709
-6.3,ZINC001590121561
-6.4,ZINC001590155686
-5.9,ZINC001590158045
-6.2,ZINC001590159363
-5.9,ZINC001590161027
-6.4,ZINC001590163438
-6.1,ZINC001590189256
-6.7,ZINC001590215261
-6.0,ZINC001590225787
-6.0,ZINC001590263102
-6.1,ZINC001590313413
-6.1,ZINC001590320697
-5.8,ZINC001590336783
-6.5,ZINC001590336914
-6.2,ZINC001590489394
-6.2,ZINC001590489396
-6.3,ZINC001590888348
-7.0,ZINC001590891759
-6.3,ZINC001590891761
-6.6,ZINC001590892036
-6.8,ZINC001590892046
-6.1,ZINC001590897975
-5.9,ZINC001590993482
-6.2,ZINC001590994018
-6.2,ZINC001591522823
-6.6,ZINC001591648082
-6.2,ZINC001591758840
-6.2,ZINC001591760086
-6.9,ZINC001591775943
-6.6,ZINC001591776343
-6.4,ZINC001591778163
-6.4,ZINC001591789025
-5.6,ZINC001591793361
-6.1,ZINC001591797619
-6.2,ZINC001591801496
-7.0,ZINC001591807026
-6.6,ZINC001591812628
-6.4,ZINC001591812715
-6.9,ZINC001591812778
-5.6,ZINC001591882147
-6.7,ZINC001591888873
-6.0,ZINC001591903067
-5.9,ZINC001591903886
-5.8,ZINC001591903903
-6.0,ZINC001591939145
-6.7,ZINC001591950549
-6.7,ZINC001591950617
-6.9,ZINC001591950765
-6.3,ZINC001591950792
-6.3,ZINC001591950903
-6.9,ZINC001591951288
-6.7,ZINC001591953929
-6.2,ZINC001591956968
-6.6,ZINC001591957874
-6.5,ZINC001591957875
-6.6,ZINC001591958886
-6.1,ZINC001591965115
-6.7,ZINC001591975901
-6.2,ZINC001591990835
-6.3,ZINC001591991492
-6.5,ZINC001592016120
-6.5,ZINC001592016121
-6.2,ZINC001592018197
-6.1,ZINC001592018842
-6.1,ZINC001592018878
-6.8,ZINC001592021117
-6.6,ZINC001592022082
-6.2,ZINC001592023311
-6.4,ZINC001592029192
-6.6,ZINC001592029402
-6.1,ZINC001592029605
-6.4,ZINC001592030683
-6.8,ZINC001592030688
-6.3,ZINC001592031038
-6.6,ZINC001592031221
-6.8,ZINC001592032299
-6.5,ZINC001592032394
-6.3,ZINC001592032423
-5.7,ZINC001592038439
-6.7,ZINC001592052635
-5.8,ZINC001592056876
-6.3,ZINC001592059220
-6.5,ZINC001592096343
-6.5,ZINC001592097455
-6.9,ZINC001592097612
-5.1,ZINC001592097918
-6.2,ZINC001592097957
-6.5,ZINC001592098101
-6.2,ZINC001592098117
-6.5,ZINC001592144264
-6.6,ZINC001592164400
-6.6,ZINC001592179989
-6.4,ZINC001592199913
-6.3,ZINC001592200640
-6.7,ZINC001592200955
-6.4,ZINC001592201251
-6.2,ZINC001592203205
-6.0,ZINC001592204238
-5.7,ZINC001592289242
-6.1,ZINC001592302028
-6.0,ZINC001592344235
-6.1,ZINC001592355265
-5.8,ZINC001592398447
-6.3,ZINC001592398538
-6.0,ZINC001592547308
-5.7,ZINC001592747904
-5.8,ZINC001592751760
-6.0,ZINC001592786589
-7.4,ZINC001592922032
-5.9,ZINC001592922888
-7.2,ZINC001592922954
-6.2,ZINC001592923095
-7.3,ZINC001592923148
-6.5,ZINC001592928673
-6.6,ZINC001592933017
-6.6,ZINC001592933424
-5.9,ZINC001592933425
-6.5,ZINC001592942619
-6.7,ZINC001592942652
-5.6,ZINC001592942653
-6.2,ZINC001592947020
-5.8,ZINC001592947783
-6.3,ZINC001592948137
-6.5,ZINC001592948139
-5.6,ZINC001592966968
-6.8,ZINC001592973986
-6.3,ZINC001592982685
-5.7,ZINC001592982943
-5.7,ZINC001592983550
-6.3,ZINC001592986060
-6.3,ZINC001592996368
-6.1,ZINC001592996374
-6.2,ZINC001592996376
-6.1,ZINC001592996377
-6.8,ZINC001592996480
-6.6,ZINC001592996482
-6.7,ZINC001592996989
-6.3,ZINC001592996990
-6.5,ZINC001592997091
-6.7,ZINC001592997312
-5.8,ZINC001592997568
-7.2,ZINC001592997714
-6.4,ZINC001592997715
-6.4,ZINC001592999081
-6.6,ZINC001592999082
-6.0,ZINC001592999448
-6.1,ZINC001592999562
-6.1,ZINC001593000222
-6.1,ZINC001593001161
-5.5,ZINC001593001162
-6.6,ZINC001593001532
-6.4,ZINC001593001533
-6.7,ZINC001593001646
-6.6,ZINC001593002015
-6.0,ZINC001593002762
-6.9,ZINC001593002818
-7.1,ZINC001593003903
-6.8,ZINC001593003908
-6.0,ZINC001593004204
-6.6,ZINC001593004359
-6.9,ZINC001593004855
-7.0,ZINC001593004857
-6.3,ZINC001593005238
-6.0,ZINC001593005239
-6.7,ZINC001593005246
-6.4,ZINC001593005247
-6.5,ZINC001593005380
-6.1,ZINC001593005701
-6.5,ZINC001593044682
-6.4,ZINC001593045075
-6.1,ZINC001593099194
-6.4,ZINC001593103883
-6.7,ZINC001593104955
-6.9,ZINC001593105373
-6.8,ZINC001593124213
-5.8,ZINC001593130918
-5.7,ZINC001593130919
-6.2,ZINC001593138521
-6.6,ZINC001593143400
-6.8,ZINC001593144548
-7.0,ZINC001593144550
-6.6,ZINC001593152185
-6.2,ZINC001593152233
-6.1,ZINC001593152373
-6.6,ZINC001593152432
-6.8,ZINC001593153545
-6.1,ZINC001593154146
-7.0,ZINC001593182599
-6.6,ZINC001593202225
-6.1,ZINC001593202923
-6.7,ZINC001593206897
-6.4,ZINC001593207157
-6.4,ZINC001593208995
-6.7,ZINC001593211814
-6.7,ZINC001593213380
-6.4,ZINC001593215003
-6.6,ZINC001593215004
-6.2,ZINC001593215367
-6.7,ZINC001593215528
-6.8,ZINC001593215945
-6.6,ZINC001593215947
-6.3,ZINC001593216274
-6.9,ZINC001593216276
-6.2,ZINC001593216541
-6.0,ZINC001593216557
-6.7,ZINC001593216914
-6.4,ZINC001593217247
-5.6,ZINC001593219812
-5.8,ZINC001593220960
-5.9,ZINC001593227426
-6.7,ZINC001593232285
-6.7,ZINC001593233332
-6.6,ZINC001593238809
-6.2,ZINC001593240824
-6.2,ZINC001593240953
-6.5,ZINC001593240959
-6.8,ZINC001593241046
-6.3,ZINC001593241072
-6.9,ZINC001593241145
-6.7,ZINC001593242138
-6.4,ZINC001593242140
-6.1,ZINC001593242141
-5.7,ZINC001593242162
-6.1,ZINC001593242415
-6.4,ZINC001593242417
-5.5,ZINC001593242419
-6.6,ZINC001593243178
-6.2,ZINC001593243716
-6.1,ZINC001593243991
-6.4,ZINC001593244053
-6.5,ZINC001593244104
-6.6,ZINC001593253622
-6.4,ZINC001593255786
-6.1,ZINC001593255804
-6.0,ZINC001593255806
-6.1,ZINC001593255807
-6.3,ZINC001593255894
-6.7,ZINC001593258920
-6.4,ZINC001593292757
-6.3,ZINC001593309638
-7.1,ZINC001593314283
-6.1,ZINC001593315896
-6.1,ZINC001593319362
-6.6,ZINC001593320896
-7.3,ZINC001593321714
-6.8,ZINC001593322037
-6.7,ZINC001593324401
-5.8,ZINC001593325293
-7.0,ZINC001593326507
-6.4,ZINC001593327521
-6.4,ZINC001593328318
-6.4,ZINC001593328319
-6.4,ZINC001593331622
-7.2,ZINC001593331655
-7.1,ZINC001593331690
-6.5,ZINC001593331914
-6.6,ZINC001593331931
-6.9,ZINC001593332109
-6.6,ZINC001593332666
-6.6,ZINC001593336305
-6.7,ZINC001593338046
-6.4,ZINC001593338461
-6.2,ZINC001593339513
-6.2,ZINC001593341101
-6.2,ZINC001593341165
-5.9,ZINC001593341721
-6.3,ZINC001593344065
-6.3,ZINC001593345688
-6.3,ZINC001593348706
-6.2,ZINC001593349799
-6.8,ZINC001593352103
-6.4,ZINC001593352366
-6.0,ZINC001593352762
-7.0,ZINC001593357316
-6.3,ZINC001593360110
-6.8,ZINC001593364417
-6.0,ZINC001593364578
-6.7,ZINC001593365124
-6.6,ZINC001593366264
-6.2,ZINC001593370037
-6.8,ZINC001593373280
-5.7,ZINC001593377747
-6.7,ZINC001593381959
-4.8,ZINC001593383032
-6.3,ZINC001593383497
-7.1,ZINC001593383509
-6.0,ZINC001593384976
-6.7,ZINC001593385055
-6.4,ZINC001593385058
-5.8,ZINC001593385632
-6.1,ZINC001593386714
-6.4,ZINC001593386716
-6.7,ZINC001593389372
-7.1,ZINC001593389374
-6.4,ZINC001593390599
-6.2,ZINC001593390602
-6.2,ZINC001593393694
-6.2,ZINC001593394938
-6.6,ZINC001593396806
-6.5,ZINC001593397428
-5.7,ZINC001593398043
-6.0,ZINC001593398561
-6.8,ZINC001593401000
-6.9,ZINC001593401182
-6.6,ZINC001593401650
-6.4,ZINC001593401868
-5.8,ZINC001593403433
-6.5,ZINC001593410012
-5.8,ZINC001593410346
-5.8,ZINC001593410806
-5.7,ZINC001593410814
-5.7,ZINC001593411144
-5.9,ZINC001593411146
-5.7,ZINC001593411358
-6.3,ZINC001593412390
-5.8,ZINC001593412586
-5.7,ZINC001593412588
-6.8,ZINC001593413961
-6.2,ZINC001593414173
-5.4,ZINC001593414174
-6.0,ZINC001593415601
-6.3,ZINC001593416766
-6.3,ZINC001593416771
-6.0,ZINC001593423022
-6.4,ZINC001593424316
-6.0,ZINC001593427259
-6.3,ZINC001593489651
-6.8,ZINC001593493429
-5.5,ZINC001593518209
-6.3,ZINC001593525972
-6.1,ZINC001593539916
-5.8,ZINC001593540642
-6.7,ZINC001593540688
-6.2,ZINC001593549722
-6.4,ZINC001593553740
-6.5,ZINC001593553741
-6.7,ZINC001593563909
-6.6,ZINC001593563910
-6.3,ZINC001593564765
-6.5,ZINC001593566282
-6.1,ZINC001593567804
-6.7,ZINC001593569422
-6.5,ZINC001593569423
-5.3,ZINC001593569483
-5.2,ZINC001593569484
-6.6,ZINC001593569749
-6.8,ZINC001593569750
-6.8,ZINC001593570186
-5.3,ZINC001593570601
-5.9,ZINC001593577858
-6.5,ZINC001593577980
-6.5,ZINC001593579811
-6.7,ZINC001593582498
-6.4,ZINC001593585683
-6.1,ZINC001595066557
-6.5,ZINC001597097096
-6.5,ZINC001600264239
-6.1,ZINC001600336176
-6.3,ZINC001600336177
-6.5,ZINC001600728871
-5.9,ZINC001600860091
-6.5,ZINC001601015672
-6.5,ZINC001601584888
-6.4,ZINC001601595998
-5.9,ZINC001602014783
-5.9,ZINC001602088804
-6.0,ZINC001602094922
-6.0,ZINC001602317818
-6.5,ZINC001602414218
-6.9,ZINC001602415383
-6.0,ZINC001602415469
-6.6,ZINC001602415471
-6.6,ZINC001602416485
-6.1,ZINC001602419551
-6.3,ZINC001602419901
-6.8,ZINC001602420108
-6.4,ZINC001602631959
-6.3,ZINC001602631962
-6.2,ZINC001602657438
-6.4,ZINC001602657439
-6.4,ZINC001602657933
-6.1,ZINC001602658553
-6.0,ZINC001602658554
-5.7,ZINC001602658555
-6.3,ZINC001602925265
-6.3,ZINC001602927494
-6.2,ZINC001602927946
-6.6,ZINC001602933166
-6.5,ZINC001602933179
-6.0,ZINC001602977096
-6.5,ZINC001603009672
-6.0,ZINC001603331174
-6.4,ZINC001603394824
-6.4,ZINC001603395246
-6.2,ZINC001603415980
-6.7,ZINC001603685912
-6.7,ZINC001603757825
-6.0,ZINC001603780312
-6.0,ZINC001603780710
-6.2,ZINC001603789722
-6.5,ZINC001603791944
-6.5,ZINC001603794891
-5.5,ZINC001603826249
-6.4,ZINC001603919239
-6.0,ZINC001603919246
-6.2,ZINC001603921828
-6.1,ZINC001604083399
-6.2,ZINC001604631047
-6.2,ZINC001604701040
-6.2,ZINC001604896073
-6.4,ZINC001605456957
-6.0,ZINC001605456962
-6.3,ZINC001605476672
-6.9,ZINC001605476680
-6.5,ZINC001605476969
-6.6,ZINC001605477552
-6.1,ZINC001605478651
-5.7,ZINC001605504424
-6.5,ZINC001605510322
-6.1,ZINC001605510705
-6.0,ZINC001605510996
-6.2,ZINC001605536281
-6.9,ZINC001605540933
-6.5,ZINC001605549901
-6.6,ZINC001605549905
-6.5,ZINC001605585281
-6.1,ZINC001605585282
-5.9,ZINC001605609669
-6.5,ZINC001605650560
-6.3,ZINC001605670963
-6.3,ZINC001605710203
-6.4,ZINC001605710204
-6.3,ZINC001605710272
-6.5,ZINC001605710273
-6.2,ZINC001605710276
-6.4,ZINC001605710645
-6.5,ZINC001605710646
-6.6,ZINC001605711543
-6.5,ZINC001605717283
-6.7,ZINC001605756593
-6.5,ZINC001605757200
-7.4,ZINC001605758730
-6.6,ZINC001605797913
-7.1,ZINC001605888678
-6.2,ZINC001605888822
-5.5,ZINC001605892627
-5.7,ZINC001605893454
-6.7,ZINC001605893970
-6.5,ZINC001605893971
-7.1,ZINC001605931187
-6.4,ZINC001606025672
-6.5,ZINC001606039604
-6.4,ZINC001606039605
-6.5,ZINC001606232357
-6.5,ZINC001606269083
-6.1,ZINC001606278209
-6.0,ZINC001606278210
-6.8,ZINC001606461243
-6.5,ZINC001606470243
-6.6,ZINC001606477797
-6.5,ZINC001606556038
-5.7,ZINC001606692267
-6.0,ZINC001606692908
-6.6,ZINC001606796238
-6.3,ZINC001606832451
-6.9,ZINC001606832510
-6.9,ZINC001606832698
-6.2,ZINC001606847123
-6.7,ZINC001606847190
-6.3,ZINC001606850317
-6.8,ZINC001606850600
-6.1,ZINC001606850723
-6.2,ZINC001606850989
-6.4,ZINC001606863616
-5.0,ZINC001606863617
-7.0,ZINC001606879858
-6.4,ZINC001606897938
-7.3,ZINC001606902154
-6.6,ZINC001606902155
-6.7,ZINC001606902502
-6.1,ZINC001606902785
-6.4,ZINC001606902786
-6.7,ZINC001606902936
-6.2,ZINC001606908472
-6.5,ZINC001606908474
-6.1,ZINC001606908721
-6.3,ZINC001606909265
-6.3,ZINC001606909268
-6.2,ZINC001606909313
-6.5,ZINC001606909453
-6.3,ZINC001606909922
-6.6,ZINC001606909940
-6.8,ZINC001606910040
-6.3,ZINC001606910041
-6.6,ZINC001606910163
-6.6,ZINC001606915863
-6.1,ZINC001606921564
-6.5,ZINC001606921586
-6.5,ZINC001606928772
-6.8,ZINC001606930256
-6.3,ZINC001606932152
-6.5,ZINC001606932445
-6.3,ZINC001606938085
-6.6,ZINC001606945773
-6.5,ZINC001606945774
-6.6,ZINC001606964074
-6.5,ZINC001606964075
-6.2,ZINC001606989284
-6.4,ZINC001606998430
-5.6,ZINC001606998798
-5.7,ZINC001606998799
-7.1,ZINC001606998801
-6.7,ZINC001607000151
-6.7,ZINC001607007817
-6.2,ZINC001607016387
-6.8,ZINC001607017252
-6.1,ZINC001607021198
-6.6,ZINC001607022256
-6.9,ZINC001607022778
-5.8,ZINC001607022795
-6.2,ZINC001607023365
-6.2,ZINC001607023454
-6.2,ZINC001607028552
-6.9,ZINC001607035636
-6.4,ZINC001607036954
-5.6,ZINC001607037096
-6.2,ZINC001607039182
-6.4,ZINC001607046552
-7.1,ZINC001607046593
-6.2,ZINC001607046876
-6.1,ZINC001607049508
-6.4,ZINC001607049643
-6.0,ZINC001607050654
-6.4,ZINC001607052248
-6.3,ZINC001607053298
-6.3,ZINC001607053551
-6.4,ZINC001607056483
-6.8,ZINC001607056496
-6.3,ZINC001607111786
-7.2,ZINC001607111787
-6.6,ZINC001607125214
-6.2,ZINC001607125215
-7.0,ZINC001607128647
-6.4,ZINC001607137924
-6.4,ZINC001607137925
-6.0,ZINC001607571348
-6.6,ZINC001607682512
-6.3,ZINC001608238942
-6.5,ZINC001608507135
-6.6,ZINC001608921255
-6.4,ZINC001608921661
-6.3,ZINC001608926646
-6.8,ZINC001609033696
-6.1,ZINC001609033697
-6.2,ZINC001609070241
-5.9,ZINC001609102024
-5.9,ZINC001609405886
-5.8,ZINC001609501639
-5.9,ZINC001609540160
-6.1,ZINC001609540161
-6.1,ZINC001674234432
-7.0,ZINC001675423682
-6.9,ZINC001675423725
-6.7,ZINC001675425334
-6.7,ZINC001675574279
-6.7,ZINC001675846527
-6.7,ZINC001675846528
-6.6,ZINC001676217726
-6.3,ZINC001676218561
-6.9,ZINC001676218562
-6.7,ZINC001677246100
-6.5,ZINC001677920368
-6.5,ZINC001677988473
-7.3,ZINC001678768982
-6.5,ZINC001678844071
-7.0,ZINC001679832862
-7.2,ZINC001679832863
-6.7,ZINC001679924585
-6.7,ZINC001680378831
-7.0,ZINC001681436292
-6.3,ZINC001682415502
-6.6,ZINC001684512650
-7.2,ZINC001685076765
-6.6,ZINC001686211464
-7.2,ZINC001686383717
-6.7,ZINC001686942055
