r_i_docking_score,ZINC_ID
-6.9,ZINC001217129894
-6.5,ZINC001217132511
-6.6,ZINC001217133947
-6.8,ZINC001217139370
-6.9,ZINC001217140756
-7.6,ZINC001217140923
-7.2,ZINC001217141471
-7.0,ZINC001217144972
-7.2,ZINC001217151860
-6.9,ZINC001217151868
-7.1,ZINC001217156304
-6.8,ZINC001217156684
-6.8,ZINC001217156732
-7.1,ZINC001217156786
-7.0,ZINC001217156789
-6.9,ZINC001217156843
-6.9,ZINC001217156988
-6.8,ZINC001217157369
-6.7,ZINC001217158058
-7.4,ZINC001217158890
-7.3,ZINC001217158904
-7.3,ZINC001217159105
-7.2,ZINC001217161324
-7.4,ZINC001217161927
-7.5,ZINC001217162619
-6.6,ZINC001217169880
-6.7,ZINC001217174884
-6.5,ZINC001217174916
-7.0,ZINC001217174940
-6.3,ZINC001217174948
-6.7,ZINC001217175007
-6.9,ZINC001217175042
-6.5,ZINC001217175044
-6.4,ZINC001217175277
-6.7,ZINC001217175325
-6.5,ZINC001217175346
-6.8,ZINC001217175380
-6.4,ZINC001217175839
-6.9,ZINC001217175882
-6.7,ZINC001217175913
-6.4,ZINC001217175928
-6.8,ZINC001217175983
-7.1,ZINC001217175984
-6.7,ZINC001217176287
-7.1,ZINC001217176423
-6.9,ZINC001217176459
-6.6,ZINC001217176716
-6.7,ZINC001217176883
-7.2,ZINC001217180976
-7.2,ZINC001217181014
-7.1,ZINC001217182693
-7.3,ZINC001217182963
-6.7,ZINC001217183933
-6.7,ZINC001217184003
-6.7,ZINC001217184111
-7.3,ZINC001217190240
-7.2,ZINC001217198761
-7.1,ZINC001217203026
-7.1,ZINC001217226745
-6.9,ZINC001217235354
-7.0,ZINC001217235521
-6.7,ZINC001217236373
-6.9,ZINC001217239207
-6.5,ZINC001217239730
-6.6,ZINC001217239740
-6.4,ZINC001217239762
-7.0,ZINC001217240005
-6.8,ZINC001217240012
-6.8,ZINC001217240721
-6.8,ZINC001217240752
-6.6,ZINC001217241095
-6.8,ZINC001217241188
-6.9,ZINC001217241285
-6.9,ZINC001217250142
-7.4,ZINC001217252345
-7.4,ZINC001217252758
-6.7,ZINC001217253615
-6.8,ZINC001217256131
-7.2,ZINC001217258602
-7.3,ZINC001217259144
-7.3,ZINC001217267137
-6.8,ZINC001217267212
-6.8,ZINC001217267218
-7.1,ZINC001217267375
-7.0,ZINC001217267458
-6.7,ZINC001217267719
-7.1,ZINC001217267737
-7.0,ZINC001217267755
-6.8,ZINC001217267793
-7.0,ZINC001217267850
-7.0,ZINC001217268003
-6.5,ZINC001217268081
-6.8,ZINC001217268104
-6.8,ZINC001217268122
-7.0,ZINC001217268178
-6.8,ZINC001217277266
-6.9,ZINC001217277474
-7.0,ZINC001217303275
-6.8,ZINC001217309957
-7.2,ZINC001217325601
-7.0,ZINC001217326118
-7.1,ZINC001217329195
-6.8,ZINC001217334393
-7.0,ZINC001217336734
-6.9,ZINC001217337026
-6.9,ZINC001217338004
-6.6,ZINC001217340816
-7.0,ZINC001217350595
-7.0,ZINC001217350782
-6.9,ZINC001217353581
-6.9,ZINC001217358263
-6.7,ZINC001217359809
-6.7,ZINC001217363701
-6.9,ZINC001217367650
-6.8,ZINC001217367654
-7.0,ZINC001217367991
-6.9,ZINC001217368075
-6.9,ZINC001217369721
-7.3,ZINC001217370248
-6.9,ZINC001217371738
-6.9,ZINC001217371775
-6.7,ZINC001217372087
-6.7,ZINC001217372124
-7.3,ZINC001217372147
-6.6,ZINC001217379069
-6.6,ZINC001217379471
-7.2,ZINC001217387013
-6.8,ZINC001217387130
-6.6,ZINC001217387259
-6.8,ZINC001217387327
-6.7,ZINC001217387441
-7.1,ZINC001217404690
-7.2,ZINC001217404790
-7.2,ZINC001217405500
-6.5,ZINC001217407281
-6.5,ZINC001217407324
-6.9,ZINC001217407796
-7.0,ZINC001217412383
-7.3,ZINC001217414993
-7.6,ZINC001217415684
-7.0,ZINC001217415988
-7.3,ZINC001217418345
-7.3,ZINC001217418754
-7.1,ZINC001217419178
-7.4,ZINC001217419189
-7.1,ZINC001217419197
-7.2,ZINC001217419220
-7.0,ZINC001217421657
-7.0,ZINC001217422294
-6.8,ZINC001217423446
-7.0,ZINC001217424230
-6.8,ZINC001217424260
-6.8,ZINC001217427797
-7.0,ZINC001217428017
-6.9,ZINC001217428734
-6.4,ZINC001217428833
-6.6,ZINC001217429574
-6.5,ZINC001217430737
-7.0,ZINC001217431856
-7.2,ZINC001217432210
-6.9,ZINC001217432251
-7.1,ZINC001217432276
-6.7,ZINC001217432427
-7.5,ZINC001217432550
-6.5,ZINC001217432730
-7.0,ZINC001217432826
-7.1,ZINC001217432836
-7.0,ZINC001217432999
-7.2,ZINC001217433024
-7.0,ZINC001217433087
-7.6,ZINC001217433315
-7.0,ZINC001217433385
-7.1,ZINC001217438211
-6.8,ZINC001217438570
-7.0,ZINC001217438736
-7.0,ZINC001217439050
-7.1,ZINC001217442210
-7.3,ZINC001217442622
-6.8,ZINC001217442989
-6.9,ZINC001217443016
-6.9,ZINC001217443063
-6.8,ZINC001217444255
-7.1,ZINC001217444580
-7.0,ZINC001217444695
-7.1,ZINC001217444697
-7.0,ZINC001217444749
-6.9,ZINC001217445874
-6.7,ZINC001217446438
-7.0,ZINC001217452093
-7.2,ZINC001217452860
-6.8,ZINC001217454337
-6.7,ZINC001217454365
-7.0,ZINC001217454386
-6.9,ZINC001217458579
-6.9,ZINC001217459395
-7.0,ZINC001217459403
-7.2,ZINC001217459452
-6.9,ZINC001217464762
-6.9,ZINC001217471906
-7.1,ZINC001217471946
-6.2,ZINC001217472009
-6.9,ZINC001217472082
-7.2,ZINC001217472117
-6.7,ZINC001217472126
-7.0,ZINC001217472204
-7.2,ZINC001217472212
-6.6,ZINC001217472361
-7.0,ZINC001217472398
-6.6,ZINC001217472514
-6.9,ZINC001217473164
-7.1,ZINC001217473644
-6.3,ZINC001217474382
-6.1,ZINC001217475338
-6.2,ZINC001217475694
-6.6,ZINC001217475718
-7.0,ZINC001217476699
-6.8,ZINC001217478768
-7.0,ZINC001217478866
-6.9,ZINC001217479013
-6.9,ZINC001217479844
-6.8,ZINC001217479993
-6.6,ZINC001217480270
-6.6,ZINC001217480272
-6.4,ZINC001217480291
-6.1,ZINC001217480342
-6.5,ZINC001217480370
-6.5,ZINC001217480654
-6.6,ZINC001217484184
-6.9,ZINC001217484310
-6.9,ZINC001217484389
-6.7,ZINC001217498228
-6.8,ZINC001217511969
-6.7,ZINC001217512001
-6.0,ZINC001217512009
-6.8,ZINC001217512039
-7.0,ZINC001217512049
-6.6,ZINC001217512086
-6.6,ZINC001217512252
-6.8,ZINC001217512273
-6.9,ZINC001217512306
-6.6,ZINC001217512353
-6.6,ZINC001217512471
-7.0,ZINC001217512575
-6.5,ZINC001217512589
-6.6,ZINC001217512638
-6.5,ZINC001217512849
-6.6,ZINC001217512883
-6.6,ZINC001217512915
-6.7,ZINC001217512948
-6.8,ZINC001217512950
-7.1,ZINC001217513012
-7.3,ZINC001217513024
-6.2,ZINC001217513057
-6.3,ZINC001217513224
-6.1,ZINC001217513230
-6.6,ZINC001217513239
-6.4,ZINC001217513252
-6.3,ZINC001217513254
-7.0,ZINC001217513266
-6.2,ZINC001217513285
-6.0,ZINC001217513366
-6.6,ZINC001217513373
-7.4,ZINC001217520582
-6.9,ZINC001217520653
-6.5,ZINC001217521680
-6.7,ZINC001217522599
-6.7,ZINC001217522668
-6.7,ZINC001217525689
-6.7,ZINC001217525835
-6.6,ZINC001217526423
-7.2,ZINC001217529196
-7.0,ZINC001217529356
-6.9,ZINC001217529868
-6.9,ZINC001217529905
-6.8,ZINC001217530961
-6.8,ZINC001217531230
-6.8,ZINC001217541934
-7.2,ZINC001217542104
-7.2,ZINC001217542339
-7.0,ZINC001217542417
-7.1,ZINC001217542617
-6.8,ZINC001217542823
-7.1,ZINC001217546928
-6.7,ZINC001217546958
-6.4,ZINC001217547306
-6.6,ZINC001217547963
-6.6,ZINC001217548258
-6.4,ZINC001217548626
-6.4,ZINC001217548704
-6.6,ZINC001217548721
-6.8,ZINC001217548727
-6.4,ZINC001217549044
-6.7,ZINC001217549167
-6.9,ZINC001217550437
-6.5,ZINC001217551413
-7.1,ZINC001217551664
-6.6,ZINC001217551896
-6.8,ZINC001217559677
-7.2,ZINC001217561174
-6.7,ZINC001217562378
-6.8,ZINC001217570828
-7.0,ZINC001217571253
-7.0,ZINC001217572947
-6.6,ZINC001217574611
-6.9,ZINC001217575979
-6.5,ZINC001217576130
-6.3,ZINC001217577479
-6.5,ZINC001217579733
-7.1,ZINC001217579871
-6.5,ZINC001217580303
-6.8,ZINC001217580823
-7.1,ZINC001217580851
-6.9,ZINC001217581360
-6.6,ZINC001217581912
-6.7,ZINC001217582649
-6.4,ZINC001217582655
-7.2,ZINC001217582834
-6.7,ZINC001217583117
-6.8,ZINC001217618438
-6.4,ZINC001217628606
-6.4,ZINC001217655544
-7.0,ZINC001217655559
-6.7,ZINC001217655594
-6.6,ZINC001217655677
-6.4,ZINC001217655700
-6.8,ZINC001217655738
-6.9,ZINC001217655873
-7.0,ZINC001217655881
-6.4,ZINC001217655887
-6.7,ZINC001217655940
-7.1,ZINC001217655973
-6.9,ZINC001217655995
-6.6,ZINC001217656031
-6.5,ZINC001217656040
-7.1,ZINC001217656184
-7.0,ZINC001217656342
-7.0,ZINC001217656353
-6.2,ZINC001217656389
-6.7,ZINC001217662449
-7.5,ZINC001217662497
-7.4,ZINC001217662629
-7.5,ZINC001217662849
-6.9,ZINC001217662863
-6.8,ZINC001217662888
-7.3,ZINC001217663225
-7.0,ZINC001217663276
-7.5,ZINC001217663375
-7.5,ZINC001217669495
-6.6,ZINC001217676578
-6.5,ZINC001217679193
-7.0,ZINC001217687419
-7.0,ZINC001217687559
-6.9,ZINC001217688263
-7.1,ZINC001217691838
-7.1,ZINC001217691873
-6.7,ZINC001217691884
-7.1,ZINC001217692117
-6.8,ZINC001217692143
-6.9,ZINC001217721101
-6.8,ZINC001218898017
-7.0,ZINC001218938840
-7.4,ZINC001219031626
-6.5,ZINC001219559311
-6.7,ZINC001221826401
-6.7,ZINC001221826402
-6.5,ZINC001223749262
-5.5,ZINC001223749263
-6.9,ZINC001225414296
-7.1,ZINC001226512266
-7.1,ZINC001226513522
-6.9,ZINC001226514075
-6.8,ZINC001226515914
-6.6,ZINC001227836493
-6.8,ZINC001228182569
-6.8,ZINC001228419757
-7.0,ZINC001229513890
-6.8,ZINC001229515575
-6.7,ZINC001229516505
-7.4,ZINC001229791233
-7.1,ZINC001229791516
-6.7,ZINC001229791518
-6.9,ZINC001229798136
-6.8,ZINC001229798137
-6.3,ZINC001230510462
-6.8,ZINC001231170220
-6.7,ZINC001231257214
-7.2,ZINC001231268521
-7.1,ZINC001231268524
-7.0,ZINC001231272812
-6.9,ZINC001236337238
-7.6,ZINC001236339988
-7.4,ZINC001236341602
-6.8,ZINC001237549231
-6.2,ZINC001239673691
-6.6,ZINC001240008243
-6.5,ZINC001240018886
-7.2,ZINC001240046067
-7.4,ZINC001240046968
-7.1,ZINC001240046984
-7.4,ZINC001240047588
-7.3,ZINC001240047852
-7.6,ZINC001240049202
-7.3,ZINC001240049252
-6.7,ZINC001240113722
-7.2,ZINC001240113823
-6.9,ZINC001240114169
-7.0,ZINC001240115268
-7.1,ZINC001240845623
-6.3,ZINC001240883263
-6.8,ZINC001241078218
-6.6,ZINC001241078321
-7.2,ZINC001241078515
-6.3,ZINC001241080558
-7.0,ZINC001241160673
-6.9,ZINC001241516990
-6.8,ZINC001241673876
-6.6,ZINC001241674903
-6.8,ZINC001241675818
-7.5,ZINC001241813556
-6.9,ZINC001242245344
-7.0,ZINC001242446406
-7.6,ZINC001242452494
-6.8,ZINC001243044761
-6.4,ZINC001243295950
-6.5,ZINC001243414271
-7.5,ZINC001243996536
-7.0,ZINC001244227945
-7.2,ZINC001244228849
-7.0,ZINC001244235579
-7.8,ZINC001244236499
-7.1,ZINC001244236716
-7.4,ZINC001244237194
-6.7,ZINC001244237446
-7.2,ZINC001244239118
-6.8,ZINC001244239323
-7.2,ZINC001244239486
-7.2,ZINC001244239741
-6.5,ZINC001244240211
-6.7,ZINC001244240747
-7.2,ZINC001244380625
-6.9,ZINC001244461518
-7.2,ZINC001244808544
-6.8,ZINC001244808801
-6.9,ZINC001244819974
-6.8,ZINC001244821308
-6.4,ZINC001244821499
-6.9,ZINC001244821552
-6.9,ZINC001245123207
-6.4,ZINC001245123696
-6.4,ZINC001245126383
-7.9,ZINC001245322727
-6.8,ZINC001245365581
-6.6,ZINC001245368574
-6.9,ZINC001245465884
-6.6,ZINC001245469697
-6.5,ZINC001245474456
-7.2,ZINC001245571750
-6.7,ZINC001245578633
-6.8,ZINC001247084259
-6.7,ZINC001247472989
-6.7,ZINC001247472992
-6.8,ZINC001247593277
-6.7,ZINC001247593593
-7.3,ZINC001247593872
-6.8,ZINC001247594417
-7.2,ZINC001247993834
-6.6,ZINC001247994932
-6.7,ZINC001247994962
-7.0,ZINC001248022403
-6.9,ZINC001248022445
-6.7,ZINC001248246786
-6.5,ZINC001248246787
-7.0,ZINC001249312525
-6.3,ZINC001251921787
-6.4,ZINC001252016376
-6.4,ZINC001252248100
-6.5,ZINC001253163634
-6.3,ZINC001253163637
-7.1,ZINC001253710977
-7.7,ZINC001254503153
-6.8,ZINC001254539448
-7.0,ZINC001254540074
-7.3,ZINC001254540077
-6.6,ZINC001254541651
-7.0,ZINC001254541654
-6.9,ZINC001254542553
-6.7,ZINC001254542556
-6.8,ZINC001254546063
-6.9,ZINC001254546066
-6.9,ZINC001254553391
-7.4,ZINC001254554230
-7.2,ZINC001254554237
-7.2,ZINC001254554322
-7.0,ZINC001254554328
-7.5,ZINC001254555805
-7.8,ZINC001254555807
-7.0,ZINC001254556814
-7.0,ZINC001254557061
-7.0,ZINC001254558356
-6.8,ZINC001254907284
-7.3,ZINC001255988975
-7.0,ZINC001255990127
-7.1,ZINC001255990591
-7.5,ZINC001255995781
-7.4,ZINC001255996448
-7.0,ZINC001256007199
-7.3,ZINC001256007758
-7.1,ZINC001256007811
-7.0,ZINC001256022157
-6.6,ZINC001256547692
-6.5,ZINC001256563355
-6.7,ZINC001256595420
-7.7,ZINC001257405427
-7.4,ZINC001257431476
-7.0,ZINC001257490442
-6.8,ZINC001258189803
-7.0,ZINC001258190700
-7.5,ZINC001258218752
-6.6,ZINC001258565625
-7.5,ZINC001258758630
-7.5,ZINC001258758631
-7.0,ZINC001259059371
-6.8,ZINC001259190340
-7.5,ZINC001261427134
-7.8,ZINC001262806599
-6.9,ZINC001264555552
-5.9,ZINC001266922381
-6.9,ZINC001278909287
-5.7,ZINC001287516799
-6.2,ZINC001289505688
-7.0,ZINC001297394889
-6.8,ZINC001298114449
-7.8,ZINC001299912252
-7.1,ZINC001317774734
-6.9,ZINC001317849933
-6.5,ZINC001319355227
-7.4,ZINC001321891825
-6.9,ZINC001322028896
-7.3,ZINC001322039722
-6.7,ZINC001322281947
-6.9,ZINC001322434938
-7.0,ZINC001322457722
-7.4,ZINC001322459525
-7.6,ZINC001322547268
-7.4,ZINC001322547270
-7.5,ZINC001323139601
-7.1,ZINC001323462218
-6.6,ZINC001323517306
-7.0,ZINC001323531875
-7.4,ZINC001323572019
-7.6,ZINC001323619237
-6.6,ZINC001323619793
-6.7,ZINC001324020335
-7.7,ZINC001324910947
-6.9,ZINC001324949096
-6.8,ZINC001325751228
-7.2,ZINC001325774534
-7.3,ZINC001325887681
-6.7,ZINC001326347435
-7.0,ZINC001326975010
-7.0,ZINC001327116696
-7.1,ZINC001327156843
-7.3,ZINC001327872290
-7.1,ZINC001327885894
-7.0,ZINC001327891023
-7.1,ZINC001328196209
-7.0,ZINC001328897115
-7.0,ZINC001329003586
-6.5,ZINC001331314393
-6.8,ZINC001332507604
-6.2,ZINC001335277022
-6.8,ZINC001336157914
-6.7,ZINC001336187877
-7.2,ZINC001336188414
-7.1,ZINC001339005967
-6.5,ZINC001340420330
-7.0,ZINC001340663793
-6.5,ZINC001340663794
-7.1,ZINC001340663795
-7.2,ZINC001341267753
-7.4,ZINC001341455689
-7.9,ZINC001342223595
-6.5,ZINC001345801313
-7.1,ZINC001345810367
-7.1,ZINC001352486121
-6.9,ZINC001356331039
-6.8,ZINC001356495757
-6.8,ZINC001358126291
-6.0,ZINC001435526524
-6.2,ZINC001435526534
-7.0,ZINC001436080256
-7.1,ZINC001449028375
-6.5,ZINC001457145345
-7.0,ZINC001458476169
-6.6,ZINC001458478394
-7.0,ZINC001458722635
-6.5,ZINC001460643555
-6.5,ZINC001461240617
-7.3,ZINC001465640068
-6.7,ZINC001467826425
-7.4,ZINC001467907528
-7.5,ZINC001468744200
-5.6,ZINC001468836647
-5.5,ZINC001468836648
-6.1,ZINC001469671800
-7.5,ZINC001470428677
-6.8,ZINC001477795471
-6.3,ZINC001519556324
-6.3,ZINC001524147290
-6.5,ZINC001524783920
-6.7,ZINC001529437202
-7.1,ZINC001530773285
-6.7,ZINC001530773303
-7.0,ZINC001531812511
-6.7,ZINC001533789829
-6.8,ZINC001534930472
-6.8,ZINC001534930492
-7.0,ZINC001534930493
-7.0,ZINC001538003580
-7.1,ZINC001538033129
-7.2,ZINC001538440295
-6.9,ZINC001538444196
-5.8,ZINC001538909474
-7.3,ZINC001539053824
-7.1,ZINC001539916018
-6.6,ZINC001540472830
-6.6,ZINC001550444203
-7.1,ZINC001556918893
-7.0,ZINC001558948115
-6.8,ZINC001563016795
-6.4,ZINC001564309777
-6.1,ZINC001564309778
-6.8,ZINC001564395348
-7.9,ZINC001570720936
-7.1,ZINC001582644572
-7.4,ZINC001583721561
-7.1,ZINC001586102988
-7.0,ZINC001586304004
-6.8,ZINC001586304346
-6.3,ZINC001587584318
-6.7,ZINC001591967384
-7.2,ZINC001593239690
-7.1,ZINC001593376560
-6.7,ZINC001596112857
-6.8,ZINC001596201166
-6.5,ZINC001597831346
-6.8,ZINC001598077689
-6.1,ZINC001601632271
-6.7,ZINC001607014378
-6.7,ZINC001608927391
-6.8,ZINC001611440401
-5.6,ZINC001616562208
-7.1,ZINC001617330162
-7.1,ZINC001618827314
-7.2,ZINC001623763661
-5.7,ZINC001623827916
-6.0,ZINC001625687017
-5.7,ZINC001627262484
-7.3,ZINC001629852864
-7.0,ZINC001630401019
-7.1,ZINC001630667319
-6.9,ZINC001631938905
-6.7,ZINC001636011224
-7.3,ZINC001638237113
-7.7,ZINC001639994762
-6.4,ZINC001640495394
-6.9,ZINC001640896197
-7.3,ZINC001642149689
-7.3,ZINC001644060145
-6.9,ZINC001648490870
-6.4,ZINC001648625784
-6.8,ZINC001648759144
-7.1,ZINC001648934209
-7.2,ZINC001650845171
-6.3,ZINC001667506800
-7.1,ZINC001672761999
-6.2,ZINC001673209084
-6.8,ZINC001676060041
-6.4,ZINC001677957674
-5.5,ZINC001678633410
-6.7,ZINC001678741142
-6.2,ZINC001678875814
-6.2,ZINC001678875815
-6.3,ZINC001678968090
-7.1,ZINC001679382960
-6.5,ZINC001680588512
-6.5,ZINC001683296847
-6.2,ZINC001685008473
-7.5,ZINC001776589538
